name,ltkbid,category,dilirank,smiles
Melphalan,LT01517,DILI_positive,vLess-DILI-concern,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl
Memantine hydrochloride,LT01908,DILI_positive,vLess-DILI-concern,CC12CC3CC(C1)(CC(C3)(C2)N)C.Cl
Mepazine,LT02110,DILI_positive,vMost-DILI-concern,CN1CCCC(C1)CN2C3=CC=CC=C3SC4=CC=CC=C42
Mepivacaine hydrochloride,LT00822,DILI_positive,vLess-DILI-concern,CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C.Cl
Mercaptopurine,LT00003,DILI_positive,vMost-DILI-concern,C1=NC2=C(N1)C(=S)N=CN2
Meropenem,LT01525,DILI_positive,vLess-DILI-concern,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O
Mesalamine,LT00414,DILI_positive,vLess-DILI-concern,C1=CC(=C(C=C1N)C(=O)O)O
Metaxalone,LT00841,DILI_positive,vLess-DILI-concern,CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C
Metformin hydrochloride,LT00119,DILI_positive,vLess-DILI-concern,CN(C)C(=N)N=C(N)N.Cl
Methazolamide,LT01532,DILI_positive,vLess-DILI-concern,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C
Methimazole,LT00580,DILI_positive,vMost-DILI-concern,CN1C=CNC1=S
Methotrexate sodium,LT00026,DILI_positive,vMost-DILI-concern,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-].[Na+].[Na+]
Methoxsalen,LT01537,DILI_positive,vLess-DILI-concern,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2
Methyldopa,LT00121,DILI_positive,vMost-DILI-concern,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N
Methylphenidate hydrochloride,LT01545,DILI_positive,vLess-DILI-concern,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl
Methylprednisolone,LT00478,DILI_positive,vLess-DILI-concern,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O
Methyltestosterone,LT00222,DILI_positive,vLess-DILI-concern,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C
Metoclopramide hydrochloride,LT01549,DILI_positive,vLess-DILI-concern,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl.O.Cl
Metoprolol tartrate,LT00309,DILI_positive,vLess-DILI-concern,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.C(C(C(=O)O)O)(C(=O)O)O
Metronidazole,LT00584,DILI_positive,vLess-DILI-concern,CC1=NC=C(N1CCO)[N+](=O)[O-]
Mexiletine hydrochloride,LT01553,DILI_positive,vMost-DILI-concern,CC1=C(C(=CC=C1)C)OCC(C)N.Cl
Micafungin sodium,LT01187,DILI_positive,vMost-DILI-concern,CCCCCOC1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC(=C(C=C7)O)OS(=O)(=O)[O-])O)O)C(CC(=O)N)O)C)O)O)O.[Na+]
Mifepristone,LT00184,DILI_positive,vLess-DILI-concern,CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O
Milnacipran hydrochloride,LT01263,DILI_positive,vMost-DILI-concern,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2.Cl
Minocycline hydrochloride,LT00416,DILI_positive,vMost-DILI-concern,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C.Cl
Mirtazapine,LT01560,DILI_positive,vLess-DILI-concern,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4
Mitomycin,LT00588,DILI_positive,vLess-DILI-concern,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N
Mitoxantrone hydrochloride,LT01565,DILI_positive,vLess-DILI-concern,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO.Cl.Cl
Modafinil,LT00589,DILI_positive,vLess-DILI-concern,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N
Montelukast sodium,LT02007,DILI_positive,vLess-DILI-concern,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)[O-])O.[Na+]
Moxifloxacin hydrochloride,LT02008,DILI_positive,vLess-DILI-concern,COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O.Cl
Moxisylyte,LT01574,DILI_positive,vMost-DILI-concern,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C
Mycophenolate mofetil,LT01288,DILI_positive,vLess-DILI-concern,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)OCCN3CCOCC3)O
Nafcillin sodium,LT01583,DILI_positive,vLess-DILI-concern,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].[Na+]
Nandrolone phenpropionate,LT02121,DILI_positive,vMost-DILI-concern,CC12CCC3C(C1CCC2OC(=O)CCC4=CC=CC=C4)CCC5=CC(=O)CCC35
Naproxen,LT00593,DILI_positive,vLess-DILI-concern,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
Nefazodone hydrochloride,LT00124,DILI_positive,vMost-DILI-concern,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl.Cl
Nelarabine,LT01233,DILI_positive,vLess-DILI-concern,COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N
Nelfinavir mesylate,LT01012,DILI_positive,vLess-DILI-concern,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O.CS(=O)(=O)O
Nevirapine,LT00260,DILI_positive,vMost-DILI-concern,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
Niacin,LT00312,DILI_positive,vMost-DILI-concern,C1=CC(=CN=C1)C(=O)O
Nialamide,LT01594,DILI_positive,vMost-DILI-concern,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2
Nifedipine,LT00313,DILI_positive,vLess-DILI-concern,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
Nilotinib hydrochloride,LT00607,DILI_positive,vMost-DILI-concern,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.Cl
Nilutamide,LT01600,DILI_positive,vMost-DILI-concern,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C
Nimesulide,LT00314,DILI_positive,vMost-DILI-concern,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2
Nintedanib esylate,LT03718,DILI_positive,vMost-DILI-concern,CCS(=O)(=O)O.CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N=C(C3=CC=CC=C3)C4=C(NC5=C4C=CC(=C5)C(=O)OC)O
Niperotidine,LT01602,DILI_positive,vMost-DILI-concern,CN(C)CC1=CC=C(O1)CSCCNC(=C[N+](=O)[O-])NCC2=CC3=C(C=C2)OCO3
Nitrefazole,LT01854,DILI_positive,vMost-DILI-concern,CC1=NC(=CN1C2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-]
Nitrofurantoin,LT00125,DILI_positive,vMost-DILI-concern,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-]
Nizatidine,LT00315,DILI_positive,vLess-DILI-concern,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C
Nomifensine,LT01611,DILI_positive,vMost-DILI-concern,CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3
Norfloxacin,LT01614,DILI_positive,vLess-DILI-concern,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Nortriptyline hydrochloride,LT01615,DILI_positive,vMost-DILI-concern,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl
Obeticholic acid,LT03603,DILI_positive,vMost-DILI-concern,CCC1C2CC(CCC2(C3CCC4(C(C3C1O)CCC4C(C)CCC(=O)O)C)C)O
Octreotide acetate,LT01618,DILI_positive,vLess-DILI-concern,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CO)C(C)O)O.CC(=O)O.CC(=O)O
Ofloxacin,LT01620,DILI_positive,vLess-DILI-concern,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
Olanzapine,LT00259,DILI_positive,vLess-DILI-concern,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C
Olaparib,LT03722,DILI_positive,vLess-DILI-concern,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F
Olmesartan medoxomil,LT01102,DILI_positive,vLess-DILI-concern,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OCC5=C(OC(=O)O5)C)C(C)(C)O
Olsalazine sodium,LT00126,DILI_positive,vLess-DILI-concern,C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)[O-])C(=O)O)C(=O)O)[O-].[Na+].[Na+]
Omeprazole,LT00206,DILI_positive,vLess-DILI-concern,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC
Ondansetron hydrochloride,LT01619,DILI_positive,vLess-DILI-concern,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C.Cl
Orlistat,LT02216,DILI_positive,vMost-DILI-concern,CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O
Oseltamivir phosphate,LT02210,DILI_positive,vLess-DILI-concern,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC.OP(=O)(O)O
Osimertinib mesylate,LT03727,DILI_positive,vLess-DILI-concern,CN1C=C(C2=CC=CC=C21)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC.CS(=O)(=O)O
Oxacillin sodium,LT01624,DILI_positive,vLess-DILI-concern,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].O.[Na+]
Oxaliplatin,LT01181,DILI_positive,vMost-DILI-concern,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2]
Oxandrolone,LT00845,DILI_positive,vMost-DILI-concern,CC12CCC3C(C1CCC2(C)O)CCC4C3(COC(=O)C4)C
Oxaprozin,LT00429,DILI_positive,vLess-DILI-concern,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3
Oxcarbazepine,LT01056,DILI_positive,vLess-DILI-concern,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N
Oxybutynin chloride,LT02084,DILI_positive,vLess-DILI-concern,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O.Cl
Oxycodone hydrochloride,LT00979,DILI_positive,vLess-DILI-concern,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O.Cl
Oxymetholone,LT00235,DILI_positive,vMost-DILI-concern,CC12CCC3C(C1CCC2(C)O)CCC4C3(CC(=CO)C(=O)C4)C
Oxyphenisatin,LT00690,DILI_positive,vMost-DILI-concern,C1=CC=C2C(=C1)C(C(=O)N2)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O
Paclitaxel,LT00430,DILI_positive,vLess-DILI-concern,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
Palbociclib,LT03594,DILI_positive,vLess-DILI-concern,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C
Paliperidone,LT01252,DILI_positive,vLess-DILI-concern,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
Pantoprazole sodium,LT00606,DILI_positive,vLess-DILI-concern,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC(F)F)OC.[Na+]
Papaverine hydrochloride,LT01637,DILI_positive,vMost-DILI-concern,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC.Cl
Paroxetine hydrochloride,LT00128,DILI_positive,vLess-DILI-concern,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.Cl
Pazopanib hydrochloride,LT00672,DILI_positive,vMost-DILI-concern,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N.Cl
Pemoline,LT00246,DILI_positive,vMost-DILI-concern,C1=CC=C(C=C1)C2C(=O)N=C(O2)N
Penicillamine,LT00488,DILI_positive,vLess-DILI-concern,CC(C)(C(C(=O)O)N)S
Penicillin g benzathine,LT01646,DILI_positive,vLess-DILI-concern,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.C1=CC=C(C=C1)CNCCNCC2=CC=CC=C2.O.O.O.O
Pentamidine isethionate,LT00129,DILI_positive,vLess-DILI-concern,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O
Pentostatin,LT01651,DILI_positive,vMost-DILI-concern,C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O
Perhexiline,LT00131,DILI_positive,vMost-DILI-concern,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3
Perphenazine,LT01655,DILI_positive,vLess-DILI-concern,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
Pexidartinib hydrochloride,LT03735,DILI_positive,vMost-DILI-concern,C1=CC(=NC=C1CC2=CNC3=C2C=C(C=N3)Cl)NCC4=CN=C(C=C4)C(F)(F)F.Cl
Phenelzine sulfate,LT01657,DILI_positive,vLess-DILI-concern,C1=CC=C(C=C1)CCNN.OS(=O)(=O)O
Phenobarbital sodium,LT00030,DILI_positive,vLess-DILI-concern,CCC1(C(=O)NC(=NC1=O)[O-])C2=CC=CC=C2.[Na+]
Phenoxypropazine,LT00703,DILI_positive,vMost-DILI-concern,CC(COC1=CC=CC=C1)NN
Phenytoin,LT00032,DILI_positive,vMost-DILI-concern,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3
Pioglitazone hydrochloride,LT00134,DILI_positive,vLess-DILI-concern,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3.Cl
Pipamazine,LT00697,DILI_positive,vMost-DILI-concern,C1CN(CCC1C(=O)N)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl
Pirfenidone,LT03550,DILI_positive,vMost-DILI-concern,CC1=CN(C(=O)C=C1)C2=CC=CC=C2
Piroxicam,LT01679,DILI_positive,vLess-DILI-concern,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3
Pirprofen,LT01680,DILI_positive,vMost-DILI-concern,CC(C1=CC(=C(C=C1)N2CC=CC2)Cl)C(=O)O
Pomalidomide,LT02883,DILI_positive,vMost-DILI-concern,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N
Posaconazole,LT01254,DILI_positive,vMost-DILI-concern,CCC(C(C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5CC(OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F
Pralnacasan,LT00698,DILI_positive,vMost-DILI-concern,CCOC1C(CC(=O)O1)NC(=O)C2CCCN3N2C(=O)C(CCC3=O)NC(=O)C4=NC=CC5=CC=CC=C54
Prasugrel hydrochloride,LT00665,DILI_positive,vLess-DILI-concern,CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4.Cl
Pravastatin sodium,LT00186,DILI_positive,vLess-DILI-concern,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)[O-])O)O)O.[Na+]
Prednisolone,LT00612,DILI_positive,vLess-DILI-concern,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O
Prednisone,LT00180,DILI_positive,vLess-DILI-concern,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C
Pregabalin,LT01154,DILI_positive,vLess-DILI-concern,CC(C)CC(CC(=O)O)CN
Procainamide hydrochloride,LT01699,DILI_positive,vLess-DILI-concern,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N.Cl
Procarbazine hydrochloride,LT00614,DILI_positive,vLess-DILI-concern,CC(C)NC(=O)C1=CC=C(C=C1)CNNC.Cl
Prochlorperazine maleate,LT00437,DILI_positive,vLess-DILI-concern,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O
Progesterone,LT00192,DILI_positive,vLess-DILI-concern,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
Promethazine hydrochloride,LT00205,DILI_positive,vLess-DILI-concern,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl
Propafenone hydrochloride,LT01705,DILI_positive,vLess-DILI-concern,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O.Cl
Propofol,LT01708,DILI_positive,vLess-DILI-concern,CC(C)C1=C(C(=CC=C1)C(C)C)O
Propoxyphene hydrochloride,LT00083,DILI_positive,vLess-DILI-concern,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C.Cl
Propylthiouracil,LT00136,DILI_positive,vMost-DILI-concern,CCCC1=CC(=O)NC(=S)N1
Pyrazinamide,LT00166,DILI_positive,vLess-DILI-concern,C1=CN=C(C=N1)C(=O)N
Pyridostigmine bromide,LT02081,DILI_positive,vLess-DILI-concern,C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-]
Pyrimethamine,LT01716,DILI_positive,vLess-DILI-concern,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl
Quetiapine fumarate,LT00267,DILI_positive,vLess-DILI-concern,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C(=CC(=O)O)C(=O)O
Quinapril hydrochloride,LT01723,DILI_positive,vLess-DILI-concern,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O.Cl
Quinidine gluconate,LT01725,DILI_positive,vLess-DILI-concern,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.C(C(C(C(C(C(=O)O)O)O)O)O)O
Quinine sulfate,LT01923,DILI_positive,vLess-DILI-concern,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.OS(=O)(=O)O
Rabeprazole sodium,LT00264,DILI_positive,vLess-DILI-concern,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3[N-]2)OCCCOC.[Na+]
Raloxifene hydrochloride,LT00183,DILI_positive,vLess-DILI-concern,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl
Raltegravir potassium,LT00642,DILI_positive,vMost-DILI-concern,CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)[O-])C(=O)NCC3=CC=C(C=C3)F.[K+]
Ramipril,LT01726,DILI_positive,vLess-DILI-concern,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(=O)O
Ranitidine hydrochloride,LT00138,DILI_positive,vLess-DILI-concern,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C.Cl
Regorafenib,LT02433,DILI_positive,vMost-DILI-concern,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F
Remdesivir,LT03819,DILI_positive,vLess-DILI-concern,CCC(CC)COC(=O)C(C)NP(=O)(OCC1C(C(C(O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4
Remifentanil hydrochloride,LT00987,DILI_positive,vLess-DILI-concern,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC.Cl
Repaglinide,LT01002,DILI_positive,vLess-DILI-concern,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O
Ribavirin,LT01730,DILI_positive,vLess-DILI-concern,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
Ribociclib succinate,LT03606,DILI_positive,vMost-DILI-concern,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O
Rifabutin,LT00139,DILI_positive,vLess-DILI-concern,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=NC6(CCN(CC6)CC(C)C)N=C25)O)C
Rifampin,LT00034,DILI_positive,vMost-DILI-concern,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C
Rilpivirine hydrochloride,LT02352,DILI_positive,vLess-DILI-concern,CC1=CC(=CC(=C1NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C)C=CC#N.Cl
Riluzole,LT01731,DILI_positive,vMost-DILI-concern,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
Risperidone,LT01735,DILI_positive,vLess-DILI-concern,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
Ritonavir,LT01737,DILI_positive,vMost-DILI-concern,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O
Rivaroxaban,LT02390,DILI_positive,vLess-DILI-concern,C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl
Rivastigmine tartrate,LT01016,DILI_positive,vLess-DILI-concern,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C.C(C(C(=O)O)O)(C(=O)O)O
Rizatriptan benzoate,LT01026,DILI_positive,vLess-DILI-concern,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3.C1=CC=C(C=C1)C(=O)O
Ropinirole hydrochloride,LT00990,DILI_positive,vLess-DILI-concern,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1.Cl
Rosiglitazone maleate,LT00140,DILI_positive,vLess-DILI-concern,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3.C(=CC(=O)O)C(=O)O
Rosuvastatin calcium,LT01928,DILI_positive,vLess-DILI-concern,CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)[O-])O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C.CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)[O-])O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C.[Ca+2]
Salsalate,LT01684,DILI_positive,vLess-DILI-concern,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O
Saquinavir mesylate,LT01746,DILI_positive,vLess-DILI-concern,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O.CS(=O)(=O)O
Saxagliptin hydrochloride,LT00667,DILI_positive,vLess-DILI-concern,C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N.Cl
Semaglutide,LT03759,DILI_positive,vLess-DILI-concern,CCC(C)C(C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(C(=O)O)NC(=O)CCCCCCCCCCCCCCCCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC6=CN=CN6)N
Sertraline hydrochloride,LT00625,DILI_positive,vLess-DILI-concern,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl.Cl
Sibutramine hydrochloride,LT00988,DILI_positive,vLess-DILI-concern,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C.Cl
Sildenafil citrate,LT01033,DILI_positive,vLess-DILI-concern,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
Simvastatin,LT00142,DILI_positive,vLess-DILI-concern,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
